Short name,Opening name,Moves
C02,"Advance Variation, French; C02",1.e4 e6 2.d4 d5 3.e5
C31,"Hinrichsen Gambit, KGD",1.e4 e5 2.f4 d5 3.d4
D10,Slav Pawn Game,1.d4 d5 2.c4 c6 3.e3
D10,"Diemer Gambit, Slav",1.d4 d5 2.c4 c6 3.e4
A43,Franco-Benoni; Franco-Sicilian,1.d4 c5 2.d5 e6 3.e4
A43,Benoni-Staunton Gambit,1.d4 c5 2.d5 f5 3.e4
D10,Slav Pawn Game,1.d4 d5 2.c4 c6 3.e3
D10,"Diemer Gambit, Slav",1.d4 d5 2.c4 c6 3.e4
A84,Bellon Gambit,1.d4 e6 2.c4 f5 3.e4
A84,"Bellon Gambit, Dutch",1.d4 f5 2.c4 e6 3.e4
B00,"Three Pawn Attack, St George",1.e4 a6 2.d4 e6 3.c4
B12,"Diemer-Duhm Gambit, Caro",1.e4 c6 2.d4 d5 3.c4
B12,"Advance Variation, Caro",1.e4 c6 2.d4 d5 3.e5
B12,"Maroczy Variation, Caro",1.e4 c6 2.d4 d5 3.f3
B12,"Fantasy; Lilienfisch Variation, Caro",1.e4 c6 2.d4 d5 3.f3
C31,"Hinrichsen Gambit, KGD",1.e4 e5 2.f4 d5 3.d4
C00,"Diemer-Duhm Gambit, French",1.e4 e6 2.d4 d5 3.c4
C02,"Advance Variation, French; C02",1.e4 e6 2.d4 d5 3.e5
A00,"Myers Variation, Polish",1.b4 d5 2.Bb2 c6 3.a4
A00,Gambit 59,1.g3 d5 2.Bg2 e5 3.b4
A00,Regan Variation,1.g3 d5 2.Bg2 e5 3.d4
A00,"Spike, Grob",1.g4 d5 2.Bg2 c6 3.g5
A00,"Short Spike, Grob",1.g4 d5 2.Bg2 c6 3.h3
A00,"Hurst Attack, Grob",1.g4 e5 2.Bg2 d5 3.c4
A01,"Ringelbach Gambit, Larsen",1.b3 e5 2.Bb2 f5 3.e4
A09,Reti Polonaise,1.Nf3 d5 2.c4 d4 3.b4
A09,"Neo-Catalan, Reti",1.Nf3 d5 2.c4 e6 3.g3
A10,"Chabanon Gambit, English",1.c4 f5 2.Nf3 d6 3.e4
A12,A12,1.c4 c6 2.Nf3 d5 3.b3
A13,"Afincourt Variation, English",1.c4 e6 2.Nf3 d5 3.g3
A40,"Seneschaud Variation, Dutch",1.d4 e6 2.Bf4 f5 3.g4
A40,Lizard Defense; Pirc-Diemer Gambit,1.d4 g6 2.h4 Nf6 3.h5
A45,Blackmar-Diemer Gambit Deferred,1.d4 Nf6 2.f3 d5 3.e4
A45,Gedult-Gunderam System,1.d4 Nf6 2.f3 d5 3.g4
A53,Aged Gibbon Gambit,1.d4 Nf6 2.c4 d6 3.g4
A80,"Seneschaud Gambit, Dutch",1.d4 f5 2.Bf4 e6 3.g4
A80,"Janzen-Korchnoi Gambit, Dutch",1.d4 f5 2.h3 Nf6 3.g4
A80,"Kingfisher Gambit, Dutch",1.d4 f5 2.Nc3 d5 3.e4
A80,"Anti-Stonewall, Dutch",1.d4 f5 2.Qd3 d5 3.g4
A80,"Anti-Modern, Dutch",1.d4 f5 2.Qd3 d6 3.g4
A80,"Anti-Classical Line, Dutch",1.d4 f5 2.Qd3 e6 3.g4
A80,"Anti-Leningrad Variation, Dutch",1.d4 f5 2.Qd3 g6 3.g4
A84,"Rubinstein Variation, Dutch",1.d4 f5 2.c4 e6 3.Nc3
A85,,1.d4 f5 2.c4 g6 3.Nc3
A86,"Fianchetto Variation, Dutch; A86",1.d4 f5 2.c4 Nf6 3.g3
B00,"Linksspringer Variation, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.d5
B06,Three Pawns Attack,1.e4 g6 2.d4 Bg7 3.f4
B07,"Lion's Jaw, Pirc",1.e4 d6 2.d4 Nf6 3.f3
B12,"Mieses Gambit, Caro",1.e4 c6 2.d4 d5 3.Be3
B12,"Modern Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.Nd2
B15,B15,1.e4 c6 2.d4 d5 3.Nc3
B20,"Mengarini Gambit, Sicilian",1.e4 c5 2.a3 Nc6 3.b4
B23,"Grand Prix Variation, Sicilian",1.e4 c5 2.Nc3 d6 3.f4
B28,"Kieseritzky System, Sicilian",1.e4 c5 2.Nf3 a6 3.b3
B28,"Wing Gambit, Sicilian",1.e4 c5 2.Nf3 a6 3.b4
B28,"Venice System, Sicilian",1.e4 c5 2.Nf3 a6 3.c3
B28,"Maroczy Bind, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.c4
B28,"Quiet System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d3
B28,"Normal System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d4
B28,"Reti System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.g3
B40,"Wing Gambit Deferred, Sicilian",1.e4 c5 2.Nf3 e6 3.b4
B40,"Kramnik Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.c4
B41,B41,1.e4 c5 2.Nf3 e6 3.d4
B50,"Delayed Alapin, Sicilian",1.e4 c5 2.Nf3 d6 3.c3
B51,"Wing Gambit Deferred, Sicilian",1.e4 c5 2.Nf3 d6 3.b4
B53,B53,1.e4 c5 2.Nf3 d6 3.d4
C00,"Papa-Ticulat Gambit, French",1.e4 e6 2.b3 d5 3.Bb2
C00,"Alapin; Witaker Gambit, French",1.e4 e6 2.d4 d5 3.Be3
C00,"Pelikan Variation, French",1.e4 e6 2.Nc3 d5 3.f4
C01,"Schlechter Variation, French",1.e4 e6 2.d4 d5 3.Bd3
C01,"Perseus Gambit, French",1.e4 e6 2.d4 d5 3.Nf3
C01,"Morphy Gambit, French",1.e4 e6 2.d4 d5 3.Nh3
C03,"Tarrasch Variation, French; C03",1.e4 e6 2.d4 d5 3.Nd2
C10,"Normal Variation, French; C10",1.e4 e6 2.d4 d5 3.Nc3
C25,"Omaha Gambit, Vienna",1.e4 e5 2.Nc3 d6 3.f4
C31,"Blackbunre Attack, KGD",1.e4 e5 2.f4 d5 3.Nf3
C40,"Senechaud Gambit, Latvian",1.e4 e5 2.Nf3 f5 3.b4
C40,"Diepstraten Countergambit, Latvian",1.e4 e5 2.Nf3 f5 3.c4
C40,"Mason Countergambit, Latvian",1.e4 e5 2.Nf3 f5 3.d4
C40,"Lobster Gambit, Latvian",1.e4 e5 2.Nf3 f5 3.g4
D00,Morris Gambit,1.d4 d5 2.Bf4 c5 3.e4
D11,"Modern Line, Slav; D11",1.d4 d5 2.c4 c6 3.Nf3
D31,"Queen's Knight Variation, QGD; D31",1.d4 d5 2.c4 e6 3.Nc3
D70,Anti-Grunfeld Variation,1.d4 Nf6 2.c4 g6 3.d5
D70,Nimzovich Attack; Anti-Grunfeld; Alekhine Variation,1.d4 Nf6 2.c4 g6 3.f3
E00,Catalan Opening,1.d4 Nf6 2.c4 e6 3.g3
E00,"Devin Gambit, Catalan",1.d4 Nf6 2.c4 e6 3.g4
E60,"Fianchetto Variation, KID",1.d4 Nf6 2.c4 g6 3.g3
,Unknown,1.e4 e5 2.Bc4 f5 3.d3
,Unknown,1.e4 e5 2.f4 d5 3.Nc3
,Unknown,1.e4 e5 2.Nf3 d6 3.d4
A01,"Ringelbach Gambit, Larsen",1.b3 e5 2.Bb2 f5 3.e4
A00,"Myers Variation, Polish",1.b4 d5 2.Bb2 c6 3.a4
A12,A12,1.c4 c6 2.Nf3 d5 3.b3
A13,"Afincourt Variation, English",1.c4 e6 2.Nf3 d5 3.g3
A10,"Chabanon Gambit, English",1.c4 f5 2.Nf3 d6 3.e4
D00,Morris Gambit,1.d4 d5 2.Bf4 c5 3.e4
D11,"Modern Line, Slav; D11",1.d4 d5 2.c4 c6 3.Nf3
D31,"Queen's Knight Variation, QGD; D31",1.d4 d5 2.c4 e6 3.Nc3
A40,"Seneschaud Variation, Dutch",1.d4 e6 2.Bf4 f5 3.g4
A80,"Seneschaud Gambit, Dutch",1.d4 f5 2.Bf4 e6 3.g4
A84,"Rubinstein Variation, Dutch",1.d4 f5 2.c4 e6 3.Nc3
A85,,1.d4 f5 2.c4 g6 3.Nc3
A86,"Fianchetto Variation, Dutch; A86",1.d4 f5 2.c4 Nf6 3.g3
A80,"Janzen-Korchnoi Gambit, Dutch",1.d4 f5 2.h3 Nf6 3.g4
A80,"Kingfisher Gambit, Dutch",1.d4 f5 2.Nc3 d5 3.e4
A80,"Anti-Stonewall, Dutch",1.d4 f5 2.Qd3 d5 3.g4
A80,"Anti-Modern, Dutch",1.d4 f5 2.Qd3 d6 3.g4
A80,"Anti-Classical Line, Dutch",1.d4 f5 2.Qd3 e6 3.g4
A80,"Anti-Leningrad Variation, Dutch",1.d4 f5 2.Qd3 g6 3.g4
A40,Lizard Defense; Pirc-Diemer Gambit,1.d4 g6 2.h4 Nf6 3.h5
A53,Aged Gibbon Gambit,1.d4 Nf6 2.c4 d6 3.g4
E00,Catalan Opening,1.d4 Nf6 2.c4 e6 3.g3
E00,"Devin Gambit, Catalan",1.d4 Nf6 2.c4 e6 3.g4
D70,Anti-Grunfeld Variation,1.d4 Nf6 2.c4 g6 3.d5
D70,Nimzovich Attack; Anti-Grunfeld; Alekhine Variation,1.d4 Nf6 2.c4 g6 3.f3
E60,"Fianchetto Variation, KID",1.d4 Nf6 2.c4 g6 3.g3
A45,Blackmar-Diemer Gambit Deferred,1.d4 Nf6 2.f3 d5 3.e4
A45,Gedult Attack,1.d4 Nf6 2.f3 d5 3.g4
A45,Gedult-Gunderam System,1.d4 Nf6 2.f3 d5 3.g4
B20,"Mengarini Gambit, Sicilian",1.e4 c5 2.a3 Nc6 3.b4
B23,"Grand Prix Variation, Sicilian",1.e4 c5 2.Nc3 d6 3.f4
B28,"Kieseritzky System, Sicilian",1.e4 c5 2.Nf3 a6 3.b3
B28,"Wing Gambit, Sicilian",1.e4 c5 2.Nf3 a6 3.b4
B28,"Venice System, Sicilian",1.e4 c5 2.Nf3 a6 3.c3
B28,"Maroczy Bind, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.c4
B28,"Quiet System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d3
B28,"Normal System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.d4
B28,"Reti System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.g3
B51,"Wing Gambit Deferred, Sicilian",1.e4 c5 2.Nf3 d6 3.b4
B50,"Delayed Alapin, Sicilian",1.e4 c5 2.Nf3 d6 3.c3
B53,B53,1.e4 c5 2.Nf3 d6 3.d4
B40,"Wing Gambit Deferred, Sicilian",1.e4 c5 2.Nf3 e6 3.b4
B40,"Kramnik Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.c4
B41,B41,1.e4 c5 2.Nf3 e6 3.d4
B12,"Mieses Gambit, Caro",1.e4 c6 2.d4 d5 3.Be3
B15,B15,1.e4 c6 2.d4 d5 3.Nc3
B12,"Modern Variation, Caro-Kann",1.e4 c6 2.d4 d5 3.Nd2
B07,"Lion's Jaw, Pirc",1.e4 d6 2.d4 Nf6 3.f3
C31,"Blackbunre Attack, KGD",1.e4 e5 2.f4 d5 3.Nf3
C25,"Omaha Gambit, Vienna",1.e4 e5 2.Nc3 d6 3.f4
C40,"Senechaud Gambit, Latvian",1.e4 e5 2.Nf3 f5 3.b4
C40,"Diepstraten Countergambit, Latvian",1.e4 e5 2.Nf3 f5 3.c4
C40,"Mason Countergambit, Latvian",1.e4 e5 2.Nf3 f5 3.d4
C40,"Lobster Gambit, Latvian",1.e4 e5 2.Nf3 f5 3.g4
C00,"Papa-Ticulat Gambit, French",1.e4 e6 2.b3 d5 3.Bb2
C01,"Schlechter Variation, French",1.e4 e6 2.d4 d5 3.Bd3
C00,"Alapin; Witaker Gambit, French",1.e4 e6 2.d4 d5 3.Be3
C10,"Normal Variation, French; C10",1.e4 e6 2.d4 d5 3.Nc3
C03,"Tarrasch Variation, French; C03",1.e4 e6 2.d4 d5 3.Nd2
C01,"Perseus Gambit, French",1.e4 e6 2.d4 d5 3.Nf3
C01,"Morphy Gambit, French",1.e4 e6 2.d4 d5 3.Nh3
C00,"Pelikan Variation, French",1.e4 e6 2.Nc3 d5 3.f4
B06,Three Pawns Attack,1.e4 g6 2.d4 Bg7 3.f4
B00,"Linksspringer Variation, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.d5
A00,Gambit 59,1.g3 d5 2.Bg2 e5 3.b4
A00,Regan Variation,1.g3 d5 2.Bg2 e5 3.d4
A00,"Spike, Grob",1.g4 d5 2.Bg2 c6 3.g5
A00,"Short Spike, Grob",1.g4 d5 2.Bg2 c6 3.h3
A00,"Hurst Attack, Grob",1.g4 e5 2.Bg2 d5 3.c4
A09,Reti Polonaise,1.Nf3 d5 2.c4 d4 3.b4
A09,"Neo-Catalan, Reti",1.Nf3 d5 2.c4 e6 3.g3
A00,Polish Spike,1.b4 Nf6 2.Bb2 g6 3.g4
A00,Venezolana,1.d3 c5 2.Nc3 Nc6 3.g3
A00,Bouncing Bishop Variation,1.e3 e5 2.Bc4 b5 3.Bb3
A00,Krazy Kat,1.Nh3 e5 2.f3 d5 3.Nf2
A01,"Paschmann Gambit, Larsen",1.b3 e5 2.Bb2 Nc6 3.f4
A01,"Spike Variation, Larsen",1.b3 Nf6 2.Bb2 g6 3.g4
A02,"Batavo Polish Attack, Bird",1.f4 Nf6 2.Nf3 g6 3.b4
A03,"Prokofiev Gambit, Bird",1.f4 d5 2.e4 dxe4 3.d3
A09,"Penguin Variation, Reti",1.Nf3 d5 2.c4 d4 3.Rg1
A10,"Hickmann Gambit, English",1.c4 f5 2.e4 fxe4 3.d3
A18,"Flohr-Mikenas-Carls Variation, English; A18",1.c4 Nf6 2.Nc3 e6 3.e4
A21,"General Variation, King's English",1.c4 e5 2.Nc3 d6 3.Nf3
A22,"Mazedonisch Variation, English",1.c4 e5 2.Nc3 Nf6 3.f4
A22,"Bremen; Carls Variation, English",1.c4 e5 2.Nc3 Nf6 3.g3
A30,"Napolitano Gambit, Symmetrical English",1.c4 c5 2.Nf3 Nf6 3.b4
A31,"Anti-Benoni Variation, Symmetrical English; A31",1.c4 c5 2.Nf3 Nf6 3.d4
A34,"Fianchetto Variation, Symmetrical English",1.c4 c5 2.Nc3 Nf6 3.g3
A36,"Fianchetto Variation, Symmetrical English; A36",1.c4 c5 2.Nc3 Nc6 3.g3
A43,"Kingside move order, Benoni",1.d4 c5 2.d5 Nf6 3.Nf3
A46,Yusupov-Rubinstein System,1.d4 Nf6 2.Nf3 e6 3.e3
A49,Przepiorka Variation; A49,1.d4 Nf6 2.Nf3 g6 3.g3
A80,"Spielmann Gambit, Dutch",1.d4 f5 2.Nc3 Nf6 3.g4
A80,"Barcza Variation, Dutch",1.d4 f5 2.Nf3 Nf6 3.c3
A80,"Pretzel Gambit, Dutch",1.d4 f5 2.Qd3 Nf6 3.g4
A84,"Queen's Knight Variation, Dutch",1.d4 f5 2.c4 Nf6 3.Nc3
B00,"Naselwaus Variation, Owen's Defense",1.e4 b6 2.d4 Bb7 3.Bg5
B00,"Smith Gambit, Owen Defense",1.e4 b6 2.d4 Bb7 3.Nf3
B00,"Hornung Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.Be3
B00,"Bogoljubow Variation, Nizovich Defense",1.e4 Nc6 2.d4 d5 3.Nc3
B02,"Welling Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.b3
B02,"Hunt Gambit, Alekhine; Two Pawn Attack",1.e4 Nf6 2.e5 Nd5 3.c4
B02,"Buntin Gambit, Alekhine",1.e4 Nf6 2.e5 Nd5 3.e6
B03,B03,1.e4 Nf6 2.e5 Nd5 3.d4
B06,Bishop Attack,1.e4 g6 2.d4 Bg7 3.Bc4
B06,Westermann Gambit,1.e4 g6 2.d4 Bg7 3.Bd2
B06,Wind Gambit,1.e4 g6 2.d4 Bg7 3.Bd3
B07,"Roscher Gambit, Pirc",1.e4 d6 2.d4 Nf6 3.Nf3
B10,"Goldman Variation, Caro",1.e4 c6 2.Nc3 d5 3.Qf3
B10,"Two Knights Variation, Caro",1.e4 c6 2.Nf3 d5 3.Nc3
B11,"Two Knights Attack, Caro Kann",1.e4 c6 2.Nc3 d5 3.Nf3
B13,"Exchange Variation, Caro; B13",1.e4 c6 2.d4 d5 3.exd5
B20,"Marshall Variation, Sicilian",1.e4 c5 2.b4 cxb4 3.a3
B20,"Santasiere Wing Gambit, Sicilian",1.e4 c5 2.b4 cxb4 3.c4
B20,"Smith-Morra; Fleissig Gambit, Sic",1.e4 c5 2.d4 cxd4 3.c3
B20,"Halasz Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.f4
B23,"Vinken System, Sicilian; Grand Prix Attack",1.e4 c5 2.Nc3 Nc6 3.f4
B24,"Fianchetto Variation, Sicilian Closed; B24",1.e4 c5 2.Nc3 Nc6 3.g3
B28,"Aronin System, Sicilian",1.e4 c5 2.Nf3 a6 3.Be2
B28,"Yerevan System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.Nc3
B29,"Advance Variation, Sicilian",1.e4 c5 2.Nf3 Nf6 3.e5
B32,B32,1.e4 c5 2.Nf3 Nc6 3.d4
B50,"Kopec System, Sicilian",1.e4 c5 2.Nf3 d6 3.Bd3
C00,Pinova Gambit,1.e4 e6 2.b4 Bxb4 3.e5
C00,"Two Knight Variation, French",1.e4 e6 2.Nc3 d5 3.Nf3
C00,"Two Knights Variation, French",1.e4 e6 2.Nf3 d5 3.Nc3
C20,Miguel Gambit,1.e4 e5 2.Bb5 Bc5 3.b4
C20,King's Head Opening,1.e4 e5 2.f3 Nf6 3.Nc3
C21,Danish Gambit,1.e4 e5 2.d4 exd4 3.c3
C21,Halasz-McDonnell Gambit,1.e4 e5 2.d4 exd4 3.f4
C23,"MacDonnell Gambit, Bishop",1.e4 e5 2.Bc4 Bc5 3.b4
C23,"Philidor Variation, Bishop",1.e4 e5 2.Bc4 Bc5 3.c3
C23,"Lewis Gambit, Bishop",1.e4 e5 2.Bc4 Bc5 3.d4
C23,"Stein Gambit, Bishop",1.e4 e5 2.Bc4 Bc5 3.f4
C23,"Greco Gambit, Bishop",1.e4 e5 2.Bc4 Nf6 3.f4
C24,"Ponziani Center Gambit, Bishop",1.e4 e5 2.Bc4 Nf6 3.d4
C25,"Fyfe Gambit, Vienna",1.e4 e5 2.Nc3 Nc6 3.d4
C25,Vienna Gambit,1.e4 e5 2.Nc3 Nc6 3.f4
C25,"Paulsen Variation, Vienna",1.e4 e5 2.Nc3 Nc6 3.g3
C26,"Mengarini Variation, Vienna",1.e4 e5 2.Nc3 Nf6 3.a3
C26,"Mieses Variation, Vienna",1.e4 e5 2.Nc3 Nf6 3.g3
C29,"Vienna Gambit, Vienna; C29",1.e4 e5 2.Nc3 Nf6 3.f4
C31,"Falkbeer Countergambit Accepted, KGD",1.e4 e5 2.f4 d5 3.exd5
C33,"Orsini Gambit, KGA",1.e4 e5 2.f4 exf4 3.b3
C33,"Central; Polerio; Willemson, Steinitz",1.e4 e5 2.f4 exf4 3.d4
C33,"Gaga Gambit, KGA",1.e4 e5 2.f4 exf4 3.g3
C33,"Leonardo (Stamma) Gambit, KGA",1.e4 e5 2.f4 exf4 3.h4
C40,"Mayet Attack, Latvian",1.e4 e5 2.Nf3 f5 3.Bc4
C40,"Mlotkowski Variation, Latvian",1.e4 e5 2.Nf3 f5 3.Nc3
C43,"Modern Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4
C44,Paschman Wing Gambit,1.e4 e5 2.Nf3 Nc6 3.b4
C44,Ponziani; Staunton; English Knights,1.e4 e5 2.Nf3 Nc6 3.c3
C44,Dresden Opening,1.e4 e5 2.Nf3 Nc6 3.c4
C44,Scotch Game,1.e4 e5 2.Nf3 Nc6 3.d4
C44,Konstantinopolsky Opening,1.e4 e5 2.Nf3 Nc6 3.g3
D00,"Stonewall Attack, Queen Pawn Game",1.d4 d5 2.e3 Nf6 3.Bd3
D00,Blackmar Gambit; Gedult Gambit,1.d4 d5 2.e4 dxe4 3.f3
D02,Pseudo-Catalan,1.d4 d5 2.Nf3 Nf6 3.g3
D04,Colle System; D04,1.d4 d5 2.Nf3 Nf6 3.e3
D10,"Exchange Variation, Slav",1.d4 d5 2.c4 c6 3.cxd5
D20,"Old Variation, QGA",1.d4 d5 2.c4 dxc4 3.e3
D20,"Saduleto Variation, QGA; Central Variation, QGA",1.d4 d5 2.c4 dxc4 3.e4
E00,Seirawan Attack,1.d4 Nf6 2.c4 e6 3.Bg5
E10,Anti-Nimzo-Indian; E10,1.d4 Nf6 2.c4 e6 3.Nf3
E20,E20,1.d4 Nf6 2.c4 e6 3.Nc3
E60,"King's Knight Variation, KID",1.d4 Nf6 2.c4 g6 3.Nf3
E61,E61,1.d4 Nf6 2.c4 g6 3.Nc3
,Unknown,1.Nf3 f5 2.d3 Nf6 3.e4
,Unknown,1.Nf3 Nf6 2.g3 g6 3.b4
,Unknown,1.Nf3 d5 2.g3 c5 3.Bg2
,Unknown,1.e4 g6 2.d4 Bg7 3.Nc3
,Unknown,1.e4 d6 2.d4 Nf6 3.Nc3
,Unknown,1.e4 e6 2.d4 d5 3.exd5
,Unknown,1.d4 d5 2.Nc3 Nf6 3.e4
A01,"Paschmann Gambit, Larsen",1.b3 e5 2.Bb2 Nc6 3.f4
A01,"Spike Variation, Larsen",1.b3 Nf6 2.Bb2 g6 3.g4
A00,Polish Spike,1.b4 Nf6 2.Bb2 g6 3.g4
A36,"Fianchetto Variation, Symmetrical English; A36",1.c4 c5 2.Nc3 Nc6 3.g3
A34,"Fianchetto Variation, Symmetrical English",1.c4 c5 2.Nc3 Nf6 3.g3
A30,"Napolitano Gambit, Symmetrical English",1.c4 c5 2.Nf3 Nf6 3.b4
A31,"Anti-Benoni Variation, Symmetrical English; A31",1.c4 c5 2.Nf3 Nf6 3.d4
A21,"General Variation, King's English",1.c4 e5 2.Nc3 d6 3.Nf3
A22,"Mazedonisch Variation, English",1.c4 e5 2.Nc3 Nf6 3.f4
A22,"Bremen; Carls Variation, English",1.c4 e5 2.Nc3 Nf6 3.g3
A10,"Hickmann Gambit, English",1.c4 f5 2.e4 fxe4 3.d3
A18,"Flohr-Mikenas-Carls Variation, English; A18",1.c4 Nf6 2.Nc3 e6 3.e4
A00,Venezolana,1.d3 c5 2.Nc3 Nc6 3.g3
A43,"Kingside move order, Benoni",1.d4 c5 2.d5 Nf6 3.Nf3
D10,"Exchange Variation, Slav",1.d4 d5 2.c4 c6 3.cxd5
D20,"Old Variation, QGA",1.d4 d5 2.c4 dxc4 3.e3
D20,"Saduleto Variation, QGA; Central Variation, QGA",1.d4 d5 2.c4 dxc4 3.e4
D00,"Stonewall Attack, Queen Pawn Game",1.d4 d5 2.e3 Nf6 3.Bd3
D00,Blackmar Gambit; Gedult Gambit,1.d4 d5 2.e4 dxe4 3.f3
D04,Colle System; D04,1.d4 d5 2.Nf3 Nf6 3.e3
D02,Pseudo-Catalan,1.d4 d5 2.Nf3 Nf6 3.g3
A84,"Queen's Knight Variation, Dutch",1.d4 f5 2.c4 Nf6 3.Nc3
A80,"Spielmann Gambit, Dutch",1.d4 f5 2.Nc3 Nf6 3.g4
A80,"Barcza Variation, Dutch",1.d4 f5 2.Nf3 Nf6 3.c3
A80,"Manhattan Gambit, Dutch",1.d4 f5 2.Qd3 Nf6 3.g4
A80,"Pretzel Gambit, Dutch",1.d4 f5 2.Qd3 Nf6 3.g4
E00,Seirawan Attack,1.d4 Nf6 2.c4 e6 3.Bg5
E20,E20,1.d4 Nf6 2.c4 e6 3.Nc3
E10,Anti-Nimzo-Indian; E10,1.d4 Nf6 2.c4 e6 3.Nf3
E61,E61,1.d4 Nf6 2.c4 g6 3.Nc3
E60,"King's Knight Variation, KID",1.d4 Nf6 2.c4 g6 3.Nf3
A46,Yusupov-Rubinstein System,1.d4 Nf6 2.Nf3 e6 3.e3
A49,Przepiorka Variation; A49,1.d4 Nf6 2.Nf3 g6 3.g3
A00,Bouncing Bishop Variation,1.e3 e5 2.Bc4 b5 3.Bb3
B00,"Naselwaus Variation, Owen's Defense",1.e4 b6 2.d4 Bb7 3.Bg5
B00,"Smith Gambit, Owen Defense",1.e4 b6 2.d4 Bb7 3.Nf3
B20,"Marshall Variation, Sicilian",1.e4 c5 2.b4 cxb4 3.a3
B20,"Santasiere Wing Gambit, Sicilian",1.e4 c5 2.b4 cxb4 3.c4
B20,"Smith-Morra; Fleissig Gambit, Sic",1.e4 c5 2.d4 cxd4 3.c3
B20,"Rivadavia Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.c3
B20,"Halasz Gambit, Sicilian",1.e4 c5 2.d4 cxd4 3.f4
B23,"Vinken System, Sicilian; Grand Prix Attack",1.e4 c5 2.Nc3 Nc6 3.f4
B24,"Fianchetto Variation, Sicilian Closed; B24",1.e4 c5 2.Nc3 Nc6 3.g3
B28,"Aronin System, Sicilian",1.e4 c5 2.Nf3 a6 3.Be2
B28,"Yerevan System, O'Kelly Sicilian",1.e4 c5 2.Nf3 a6 3.Nc3
B50,"Kopec System, Sicilian",1.e4 c5 2.Nf3 d6 3.Bd3
B32,B32,1.e4 c5 2.Nf3 Nc6 3.d4
B29,"Advance Variation, Sicilian",1.e4 c5 2.Nf3 Nf6 3.e5
B13,"Exchange Variation, Caro; B13",1.e4 c6 2.d4 d5 3.exd5
B11,"Two Knights Attack, Caro Kann",1.e4 c6 2.Nc3 d5 3.Nf3
B10,"Goldman Variation, Caro",1.e4 c6 2.Nc3 d5 3.Qf3
B10,"Two Knights Variation, Caro",1.e4 c6 2.Nf3 d5 3.Nc3
B07,"Roscher Gambit, Pirc",1.e4 d6 2.d4 Nf6 3.Nf3
C20,Miguel Gambit,1.e4 e5 2.Bb5 Bc5 3.b4
C23,"MacDonnell Gambit, Bishop",1.e4 e5 2.Bc4 Bc5 3.b4
C23,"Philidor Variation, Bishop",1.e4 e5 2.Bc4 Bc5 3.c3
C23,"Lewis Gambit, Bishop",1.e4 e5 2.Bc4 Bc5 3.d4
C23,"Stein Gambit, Bishop",1.e4 e5 2.Bc4 Bc5 3.f4
C24,"Ponziani Center Gambit, Bishop",1.e4 e5 2.Bc4 Nf6 3.d4
C23,"Greco Gambit, Bishop",1.e4 e5 2.Bc4 Nf6 3.f4
C21,Danish Gambit,1.e4 e5 2.d4 exd4 3.c3
C21,Halasz-McDonnell Gambit,1.e4 e5 2.d4 exd4 3.f4
C20,King's Head Opening,1.e4 e5 2.f3 Nf6 3.Nc3
C31,"Falkbeer Countergambit Accepted, KGD",1.e4 e5 2.f4 d5 3.exd5
C33,"Orsini Gambit, KGA",1.e4 e5 2.f4 exf4 3.b3
C33,"Central; Polerio; Willemson, Steinitz",1.e4 e5 2.f4 exf4 3.d4
C33,"Gaga Gambit, KGA",1.e4 e5 2.f4 exf4 3.g3
C33,"Leonardo (Stamma) Gambit, KGA",1.e4 e5 2.f4 exf4 3.h4
C25,"Fyfe Gambit, Vienna",1.e4 e5 2.Nc3 Nc6 3.d4
C25,"Alapin Variation, Vienna",1.e4 e5 2.Nc3 Nc6 3.f4
C25,Vienna Gambit,1.e4 e5 2.Nc3 Nc6 3.f4
C25,"Paulsen Variation, Vienna",1.e4 e5 2.Nc3 Nc6 3.g3
C26,"Mengarini Variation, Vienna",1.e4 e5 2.Nc3 Nf6 3.a3
C29,"Vienna Gambit, Vienna; C29",1.e4 e5 2.Nc3 Nf6 3.f4
C26,"Mieses Variation, Vienna",1.e4 e5 2.Nc3 Nf6 3.g3
C40,"Mayet Attack, Latvian",1.e4 e5 2.Nf3 f5 3.Bc4
C40,"Mlotkowski Variation, Latvian",1.e4 e5 2.Nf3 f5 3.Nc3
